"season","week","defense_team","def_total_plays","def_avg_yards_per_play","def_avg_epa_per_play","def_success_rate_allowed","def_sacks","def_stuff_rate","def_turnovers_forced","def_turnover_rate","def_explosive_rate_allowed","def_third_down_stops","def_third_down_rate","def_red_zone_tds_allowed","def_red_zone_stops","def_red_zone_td_rate","def_roll3_epa","def_roll3_success_rate","def_roll3_third_down","composite_epa_allowed","def_epa_rank","def_success_rank","def_turnover_rank","def_third_down_rank"
2025,6,"ARI",56,6.375,0.149323539894745,0.535714285714286,1,0.232142857142857,1,0.0178571428571429,0.142857142857143,4,0.5,4,9,0.307692307692308,0.0661357172747832,0.468188914910226,0.56043956043956,0.149323539894745,23,27,11,27.5
2025,6,"ATL",54,5.38888888888889,-0.118884553370191,0.462962962962963,4,0.37037037037037,2,0.037037037037037,0.0740740740740741,7,0.777777777777778,2,2,0.5,0.0185356116486568,0.484509666899604,0.793350168350168,-0.118884553370191,6,16,5,5
2025,6,"BAL",49,4.95918367346939,-0.0331867793169627,0.469387755102041,2,0.326530612244898,1,0.0204081632653061,0.122448979591837,6,0.6,2,9,0.181818181818182,0.185468311128232,0.50242218099361,0.565800865800866,-0.0331867793169627,11,19,7,15
2025,6,"BUF",65,6.83076923076923,0.0667959427191861,0.476923076923077,2,0.353846153846154,0,0,0.153846153846154,7,0.583333333333333,1,8,0.111111111111111,0.0247237804844749,0.453346653346653,0.598484848484849,0.0667959427191861,16,20,23,19
2025,6,"CAR",52,5.63461538461539,0.179611804286581,0.403846153846154,0,0.346153846153846,0,0,0.0576923076923077,7,0.583333333333333,2,12,0.142857142857143,0.223861498754673,0.393647123682227,0.607905982905983,0.179611804286581,25,9,23,19
2025,6,"CHI",58,5.68965517241379,-0.0292835209425597,0.448275862068966,3,0.258620689655172,3,0.0517241379310345,0.103448275862069,5,0.625,1,1,0.5,-0.0838200454503178,0.491189993238675,0.700757575757576,-0.0292835209425597,12,13,2.5,11.5
2025,6,"CIN",59,6.93220338983051,0.208029896680662,0.576271186440678,1,0.220338983050847,1,0.0169491525423729,0.169491525423729,6,0.545454545454545,3,3,0.5,0.225833088417389,0.538700163142625,0.548118548118548,0.208029896680662,26,29,12,24.5
2025,6,"CLE",55,6.09090909090909,0.130154111870845,0.418181818181818,0,0.290909090909091,0,0,0.181818181818182,7,0.583333333333333,1,1,0.5,0.0368567831690255,0.434265734265734,0.607142857142857,0.130154111870845,22,10,23,19
2025,6,"DAL",61,6.77049180327869,0.282718423503993,0.590163934426229,1,0.163934426229508,0,0,0.147540983606557,5,0.625,2,6,0.25,0.20671116292829,0.543262782523923,0.498397435897436,0.282718423503993,30,30,23,11.5
2025,6,"DEN",57,1.43859649122807,-0.420661467797319,0.245614035087719,9,0.421052631578947,0,0,0,13,0.866666666666667,0,2,0,-0.224621702994012,0.330548593706488,0.834343434343434,-0.420661467797319,1,1,23,3
2025,6,"DET",58,6.17241379310345,0.267526656533969,0.551724137931034,3,0.206896551724138,0,0,0.103448275862069,5,0.555555555555556,4,12,0.25,-0.0815894938660863,0.41216096995362,0.659211159211159,0.267526656533969,29,28,23,23
2025,6,"GB",61,4.42622950819672,0.0929051832784652,0.491803278688525,1,0.344262295081967,0,0,0.0163934426229508,8,0.571428571428571,2,8,0.2,0.0907334794600598,0.440990703285785,0.621245421245421,0.0929051832784652,17,23,23,21
2025,6,"IND",69,5.73913043478261,0.101198903208959,0.478260869565217,2,0.376811594202899,1,0.0144927536231884,0.130434782608696,5,0.357142857142857,3,15,0.166666666666667,-0.0292601292047656,0.494918125352908,0.495115995115995,0.101198903208959,19,21,15,29
2025,6,"JAX",50,6.6,0.0325823573461297,0.38,1,0.42,0,0,0.1,10,0.909090909090909,1,9,0.1,0.085016338281434,0.498858530661809,0.579383579383579,0.0325823573461297,15,6,23,1
2025,6,"KC",53,5.60377358490566,0.112325160200752,0.528301886792453,1,0.169811320754717,0,0,0.0943396226415094,6,0.545454545454545,1,6,0.142857142857143,0.0256279311203916,0.486683836572849,0.563299663299663,0.112325160200752,21,25,23,24.5
2025,6,"LA",73,3.95890410958904,-0.329270453905449,0.397260273972603,4,0.328767123287671,3,0.0410958904109589,0.0821917808219178,10,0.588235294117647,0,11,0,-0.117459727117406,0.452087767386007,0.622004357298475,-0.329270453905449,2,8,4,17
2025,6,"LAC",54,6.11111111111111,0.0236000294091087,0.425925925925926,2,0.333333333333333,3,0.0555555555555556,0.0925925925925926,6,0.6,2,4,0.333333333333333,0.00622113920193692,0.466783492785198,0.6,0.0236000294091087,14,11,1,15
2025,6,"LV",58,3.87931034482759,-0.307668654738855,0.379310344827586,6,0.379310344827586,3,0.0517241379310345,0.103448275862069,10,0.769230769230769,1,6,0.142857142857143,-0.0437900125300526,0.440996979035601,0.510576923076923,-0.307668654738855,3,5,2.5,6
2025,6,"MIA",64,6.296875,0.103991037248707,0.453125,1,0.25,1,0.015625,0.125,9,0.6,2,17,0.105263157894737,0.141203714133351,0.509375,0.567003367003367,0.103991037248707,20,15,13.5,15
2025,6,"NE",51,5.80392156862745,-0.0411474344253871,0.450980392156863,2,0.235294117647059,1,0.0196078431372549,0.0588235294117647,6,0.666666666666667,1,7,0.125,-0.0264090968546536,0.47827116939779,0.584656084656085,-0.0411474344253871,10,14,8,8.5
2025,6,"NO",55,5.63636363636364,0.0968588156582909,0.490909090909091,1,0.327272727272727,0,0,0.0727272727272727,6,0.5,0,4,0,0.00234443444546565,0.477731813136919,0.622222222222222,0.0968588156582909,18,22,23,27.5
2025,6,"NYG",56,6.05357142857143,-0.0966733384220342,0.446428571428571,3,0.375,2,0.0357142857142857,0.107142857142857,8,0.888888888888889,2,10,0.166666666666667,-0.053334377687794,0.441269841269841,0.686195286195286,-0.0966733384220342,7,12,6,2
2025,6,"NYJ",55,4.50909090909091,-0.0856510583049511,0.345454545454545,1,0.363636363636364,1,0.0181818181818182,0.0363636363636364,10,0.666666666666667,1,4,0.2,0.114349755636668,0.399102132435466,0.601010101010101,-0.0856510583049511,8,2,10,8.5
2025,6,"PHI",62,5.75806451612903,0.233070666300914,0.467741935483871,2,0.209677419354839,0,0,0.145161290322581,4,0.307692307692308,4,9,0.307692307692308,0.0325581104605807,0.434748519557426,0.581196581196581,0.233070666300914,28,17,23,30
2025,6,"PIT",73,3.17808219178082,-0.207016911071747,0.356164383561644,6,0.452054794520548,0,0,0.0273972602739726,10,0.625,0,12,0,-0.121334451995572,0.418721461187215,0.618589743589744,-0.207016911071747,4,3,23,11.5
2025,6,"SEA",67,3.83582089552239,-0.0637994244001146,0.373134328358209,7,0.402985074626866,0,0,0.0447761194029851,12,0.8,0,1,0,0.0783020716507647,0.415661874420712,0.587878787878788,-0.0637994244001146,9,4,23,4
2025,6,"SF",49,6.51020408163265,0.215569361096234,0.530612244897959,1,0.26530612244898,0,0,0.122448979591837,5,0.625,2,4,0.333333333333333,0.113865313439617,0.514838861017154,0.630555555555556,0.215569361096234,27,26,23,11.5
2025,6,"TB",64,5.609375,-0.0245520172874309,0.46875,6,0.328125,1,0.015625,0.078125,9,0.5625,1,6,0.142857142857143,0.0819705228475622,0.492010785611828,0.512896825396825,-0.0245520172874309,13,18,13.5,22
2025,6,"TEN",53,4.16981132075472,-0.200677994544432,0.39622641509434,2,0.377358490566038,1,0.0188679245283019,0.0566037735849057,7,0.538461538461538,2,11,0.153846153846154,-0.030640519768293,0.397471366126266,0.557264957264957,-0.200677994544432,5,7,9,26
2025,6,"WAS",59,6.49152542372881,0.165527260674516,0.525423728813559,3,0.338983050847458,0,0,0.152542372881356,7,0.7,1,6,0.142857142857143,0.0974692085976188,0.476815282316811,0.530681818181818,0.165527260674516,24,24,23,7
